elapsed_s,fc_raw_vx,fc_raw_vy,odom_vx,odom_vy,filt_vx,filt_vy,filt_px,filt_py,tf_px,tf_py,amcl_x,amcl_y,amcl_yaw,coupling_ratio
173.65,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0819,-0.0178,-23.15,0.000000
174.16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0819,-0.0178,-23.15,0.000000
174.66,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0819,-0.0178,-23.15,0.000000
175.17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0819,-0.0178,-23.15,0.000000
175.67,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0819,-0.0178,-23.15,0.000000
176.17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0819,-0.0178,-23.15,0.000000
176.67,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0819,-0.0178,-23.15,0.000000
177.17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0819,-0.0178,-23.15,0.000000
177.67,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0819,-0.0178,-23.15,0.000000
178.17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0819,-0.0178,-23.15,0.000000
178.69,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0819,-0.0178,-23.15,0.000000
179.19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0819,-0.0178,-23.15,0.000000
179.69,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0819,-0.0178,-23.15,0.000000
