elapsed_s,fc_vx,fc_vy,filt_vx,filt_vy,dvx,dvy,overshoot_flag
23.344,0.0400,0.0000,0.0390,-0.0003,0.0994,0.0000,0
23.449,0.0300,0.0000,0.0300,-0.0007,-0.0950,0.0000,0
23.552,0.0300,0.0000,0.0300,-0.0000,0.0000,0.0000,0
23.668,0.0200,0.0000,0.0201,0.0000,-0.0863,0.0000,0
23.769,0.0200,0.0000,0.0200,-0.0000,0.0000,0.0000,0
23.870,0.0100,0.0000,0.0000,-0.0000,-0.0996,0.0000,0
23.971,0.0200,0.0000,0.0173,-0.0000,0.0984,0.0000,0
24.082,0.0300,0.0000,0.0291,-0.0000,0.0903,0.0000,0
24.186,0.0500,-0.0100,0.0440,0.0042,0.1933,-0.0966,0
24.293,0.0700,-0.0500,0.0494,-0.0279,0.1862,-0.3724,0
24.403,0.1100,-0.0600,0.0295,-0.0292,0.3626,-0.0906,0
24.509,0.1700,-0.0600,0.0120,-0.0393,0.5669,0.0000,0
24.614,0.2100,-0.0300,0.0244,-0.0582,0.3832,0.2874,1
24.720,0.2500,-0.0200,0.0467,-0.0525,0.3771,0.0943,1
24.823,0.3000,-0.0100,0.0628,-0.0407,0.4839,0.0968,1
24.931,0.3400,0.0000,0.0874,-0.0381,0.3706,0.0926,0
25.035,0.3500,0.0100,0.1468,-0.0569,0.0957,0.0957,0
25.144,0.3300,0.0100,0.2173,-0.0489,-0.1845,0.0000,0
25.254,0.3000,0.0000,0.2712,-0.0332,-0.2732,-0.0911,0
25.363,0.2600,0.0000,0.2994,-0.0191,-0.3672,0.0000,1
25.464,0.2300,0.0000,0.3184,-0.0196,-0.2971,0.0000,0
25.565,0.2000,0.0000,0.3160,-0.0125,-0.2962,0.0000,0
25.674,0.1600,0.0000,0.2924,-0.0072,-0.3676,0.0000,1
25.787,0.1400,-0.0100,0.2720,-0.0022,-0.1758,-0.0879,0
25.891,0.1100,-0.0300,0.2485,0.0110,-0.2891,-0.1928,0
25.994,0.1100,-0.0300,0.2091,0.0019,0.0000,0.0000,0
26.101,0.0900,-0.0200,0.1621,-0.0006,-0.1876,0.0938,0
26.202,0.0700,-0.0100,0.1096,-0.0080,-0.1977,0.0989,0
26.305,0.0500,-0.0100,0.0564,-0.0001,-0.1945,0.0000,0
26.411,0.0400,0.0000,0.0500,-0.0001,-0.0942,0.0942,0
26.521,0.0400,0.0000,0.0400,-0.0000,0.0000,0.0000,0
26.626,0.0300,0.0000,0.0304,-0.0001,-0.0953,0.0000,0
26.735,0.0300,0.0100,0.0300,-0.0003,0.0000,0.0916,0
26.842,0.0200,0.0100,0.0210,-0.0000,-0.0931,0.0000,0
26.944,0.0200,0.0100,0.0200,-0.0000,0.0000,0.0000,0
27.045,0.0200,0.0100,0.0200,-0.0000,0.0000,0.0000,0
27.150,0.0200,0.0100,0.0200,-0.0000,0.0000,0.0000,0
27.254,0.0200,0.0100,0.0200,0.0002,0.0000,0.0000,0
27.365,0.0200,0.0100,0.0200,0.0000,0.0000,0.0000,0
27.469,0.0200,0.0100,0.0200,0.0000,0.0000,0.0000,0
27.570,0.0100,0.0000,0.0020,0.0000,-0.0995,-0.0995,0
27.673,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0
27.786,0.0100,0.0000,-0.0000,0.0000,0.0000,0.0000,0
27.886,0.0000,0.0000,-0.0000,0.0000,-0.0999,0.0000,0
27.992,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0
28.102,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0
28.204,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0
28.310,0.0000,0.0000,-0.0000,0.0002,0.0000,0.0000,0
28.420,0.0000,0.0000,-0.0000,0.0000,0.0000,0.0000,0
28.525,0.0000,0.0000,-0.0000,-0.0002,0.0000,0.0000,0
28.631,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
28.732,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
